1000 100000
886 968 104351520
478 633 945044436
655 946 952210817
509 212 804268482
689 873 505484823
892 582 338213389
847 892 112702122
409 55 484830402
997 738 317567753
948 723 984970753
750 149 257608415
491 32 813513544
506 185 620387091
779 172 42197527
911 568 219064965
185 998 276871867
137 897 478512131
681 815 427282913
617 700 45648101
811 921 127155245
759 776 52421386
644 34 340108422
888 680 727119036
511 284 362512731
546 411 200652750
424 874 986951326
873 514 62089775
979 576 710557554
757 993 842256904
778 383 844610686
163 473 530745051
15 906 691117993
62 682 939149699
744 580 596540954
820 625 820974738
649 698 785925230
669 830 696624846
288 926 431687870
763 899 792089085
757 726 378597284
790 999 864320567
140 440 339189485
818 916 340048733
801 190 243642812
382 456 933606549
812 618 82668476
185 704 517624048
924 798 463298896
259 108 23233365
867 610 109545699
397 80 638095219
379 951 635079125
998 937 843558672
485 980 88591357
799 931 793357979
18 12 659600661
309 338 875721672
331 775 593712886
417 907 201556998
120 355 257001717
926 821 767699806
507 541 64680098
319 618 976787472
895 931 25734397
720 997 685454039
533 18 970311567
886 680 906642750
541 222 681902477
913 719 883990694
801 467 18736622
647 785 276241231
845 147 166289772
868 203 104521056
33 421 16932555
656 216 698042064
159 236 330968977
883 240 959066610
597 610 48086368
862 226 675929619
791 702 407186532
453 513 74357921
522 725 997688554
815 452 105831
13 60 327504943
29 635 9332994
789 599 70267298
916 945 976837874
194 812 524689311
649 123 271861630
691 806 972581844
987 904 739313225
847 340 653039101
93 68 152178866
750 716 417655300
408 639 313052882
717 509 516457598
884 871 482281735
165 528 696088597
693 298 315655604
415 833 646376535
714 479 742409797
689 678 524154595
659 712 123538174
527 142 26789139
999 975 799813115
565 454 68272431
41 398 991374615
887 907 913991073
425 423 684935511
926 425 972598016
678 337 528542179
552 347 511796176
787 750 535630306
662 326 859241566
753 795 37624146
797 720 44841685
588 975 807395195
658 629 446401985
782 766 328932242
399 500 254052231
304 936 382480151
954 905 277295645
372 234 304081889
769 997 268793515
475 723 384965114
932 927 355773179
22 423 877242936
72 253 599173651
923 866 512591411
948 916 631409881
206 225 815760154
418 785 810099411
522 703 663672488
588 348 209580599
560 496 768607576
294 816 793577956
43 340 872165839
492 342 340671094
640 969 916168171
423 402 547734181
102 613 448850546
715 44 127655433
952 419 276583678
930 487 647399114
409 989 795471701
248 398 285494507
883 672 745251367
662 38 133730441
975 566 98380446
518 689 790703811
898 941 211906868
694 878 5877683
667 962 383142574
316 895 71333183
670 649 322164833
669 590 621965993
964 849 163696771
96 351 446915263
585 427 648744349
767 540 720225304
265 34 477955296
573 772 139028070
391 77 626609628
914 238 91477575
821 896 150329965
94 149 179615980
523 722 752810957
273 813 841333255
124 50 876026289
401 938 3401110
294 861 818411449
855 84 313115470
18 311 754431370
893 474 956751937
584 430 864346900
359 589 889700437
377 513 171951470
269 274 815924205
303 726 7908743
479 896 738765376
973 340 745485970
599 753 519502922
375 223 701148904
474 566 428947135
137 18 197108403
378 341 592292243
453 876 745193473
347 243 312984838
923 112 478796437
25 504 418064060
874 175 349768030
65 932 135495777
200 352 787814082
395 995 550311262
437 232 637595187
692 798 919055582
670 166 709039811
979 982 383849462
115 711 516339760
850 773 967216927
723 470 67660387
330 958 162282340
685 177 229058957
720 746 479428752
573 840 857209957
428 252 912593270
769 296 361021304
903 993 984598060
923 440 253603539
452 514 96887518
642 852 871681850
628 267 602898221
449 564 138192015
78 697 834537158
936 201 720510419
551 779 440183274
355 411 461946188
245 561 288947491
916 344 277933093
839 125 478673437
71 226 592014788
633 335 971863504
628 123 188891752
682 911 815944436
775 78 338993943
941 875 858126785
772 878 302987918
993 866 922809519
755 758 304807974
531 450 93881108
918 925 491205140
717 879 733946833
273 855 582691949
972 411 145354555
337 468 85733151
821 906 656808344
588 552 97626448
486 546 572570456
500 458 884365259
441 502 36912809
504 308 384406070
74 712 835428205
802 694 311803849
952 987 71722796
583 556 215772205
292 0 894814142
788 928 576850562
518 767 700760387
627 511 5229017
80 597 245464575
928 945 135189790
832 985 282374309
129 592 959736610
183 237 779733883
637 908 328607897
641 185 789912440
330 216 281719027
961 421 190463630
88 679 130586477
47 439 763995332
642 701 210266543
607 722 308127936
915 899 722656869
554 727 827604694
914 658 160429687
398 414 722187818
918 843 789188902
972 495 961288206
642 779 93186942
423 928 987378208
848 831 173488591
331 854 135865535
226 802 907509654
992 390 455236785
359 763 365441174
46 531 847983811
893 111 938044574
389 54 877278208
847 306 616517153
841 304 3852239
934 549 991572088
348 965 145141252
886 716 681111475
54 974 638700189
78 245 886959159
392 13 93441772
373 385 187894745
252 869 370964358
970 517 199631650
41 477 677386895
678 75 592422411
404 680 697794901
866 973 605916250
967 865 807791067
167 299 88068800
319 415 84237906
147 581 765536592
632 181 878691355
860 701 570213005
807 425 632379001
950 539 66189638
853 307 182369071
969 951 282443816
175 681 628523353
401 247 970698081
981 495 859529441
907 606 135356011
629 370 816333179
549 431 169238404
721 678 626071121
895 997 388028690
896 302 279516726
815 360 645113873
943 955 230545763
34 530 860445390
619 308 371788555
516 924 78348567
966 474 140885076
714 936 278516333
381 708 201855962
295 794 819140242
29 665 820825104
383 471 713948831
241 441 81867163
306 988 298585515
157 748 407323781
6 688 270075054
354 384 276732163
339 227 343803702
848 420 217501948
159 591 270854739
851 363 536118997
321 635 46335117
931 785 674087998
838 981 833141181
119 595 182158981
11 379 376118211
656 784 741596364
359 194 888407851
930 983 328337330
435 381 299445216
25 943 602480434
838 747 505644018
8 737 844722593
897 715 129475215
949 963 850707673
815 919 371333697
675 406 790375476
659 847 528344672
232 76 570519484
182 2 318285048
120 906 932891066
433 712 864420748
151 281 805724842
371 39 725579967
54 180 509911389
788 706 124279729
284 566 7805647
198 274 456784360
997 594 542099567
101 34 8485543
737 521 683991369
246 566 588881716
175 366 435054130
575 318 222563209
0 553 958378975
770 599 457609751
746 583 435250867
856 552 162113226
68 196 854431893
734 814 338513859
825 629 100955641
742 609 898111499
296 204 854272962
517 660 408360179
692 713 422233726
904 833 688487944
103 267 426475706
327 337 833841341
855 864 625495553
457 526 911499239
253 793 910269792
334 572 625002781
826 909 34096866
18 48 255495095
442 443 726996241
490 411 233628750
1 267 988648072
963 875 650090629
487 168 770651422
181 238 39037509
255 912 721072929
965 97 282377151
898 981 122937139
946 158 879619444
422 928 625026004
345 484 590307133
716 998 109602312
881 792 431078399
742 271 623606881
631 713 462702790
293 638 616134884
666 718 773274231
858 805 201295908
951 738 911938356
861 529 222441214
74 892 643270480
293 103 130982218
349 20 229972380
211 928 550385277
989 211 171639977
742 736 632739538
880 909 11072261
790 521 132297053
408 440 789059909
641 831 920497539
835 837 635847411
702 462 61529712
670 364 951451078
534 679 417766257
950 831 331477485
909 297 813369935
994 865 683146091
35 509 535234755
984 979 835655456
659 856 141062351
205 625 343892997
540 360 609110488
282 40 262583830
281 786 694530765
927 833 831819206
894 942 215227539
4 412 942913296
310 455 689501264
527 373 34601246
501 675 225976273
817 951 202767099
915 914 345290347
749 831 643835882
141 31 350257092
15 574 148295368
974 902 793820514
890 858 515104403
338 793 708759185
537 109 500845335
446 562 324688296
756 500 123472636
434 739 590519282
551 341 846727189
200 752 710450878
946 557 911673728
251 907 52562957
304 550 609306612
942 9 835220596
589 103 294782368
639 752 461995393
398 298 244753025
523 392 977292659
214 261 475951380
926 863 941480194
152 741 104215462
911 982 993359684
877 819 848739086
435 26 437251618
584 929 439751345
710 848 530509271
830 303 814767166
392 426 78724417
285 854 60284477
711 836 256521983
696 818 815194301
470 934 555067009
934 544 530744714
476 499 548108274
157 451 744435905
620 438 389393534
586 271 562683267
952 608 938423073
285 738 198771810
116 233 950979522
992 974 507121545
29 858 29252865
669 739 165076999
157 339 467646686
491 829 297834749
790 922 826577776
940 479 756524579
410 133 739601240
367 377 989618078
565 67 581062942
602 305 494733917
337 747 649772246
110 102 209571732
815 664 370863564
976 231 108952181
376 457 4859629
559 154 910513730
630 869 960715910
952 886 395095660
732 906 633973358
678 894 211033622
606 786 814610211
595 226 478001832
823 563 784396940
524 609 733330627
467 494 217822261
157 267 869359771
363 662 106381994
356 646 86585981
809 739 2220227
563 734 925905557
675 447 594779976
390 525 371045022
292 33 872949285
415 563 213287126
422 429 447382569
837 254 779970178
934 214 212787833
270 480 733085623
657 22 82168459
835 188 559828980
945 933 652552282
395 353 823631604
770 56 174315692
944 949 952670810
706 703 266518080
821 884 79302493
569 484 436674961
231 137 896995981
552 905 625011949
319 448 896780088
153 44 774739896
44 618 491567857
888 964 578981383
899 978 351358788
498 740 335739020
823 948 164123018
893 339 487332439
915 902 300830901
289 873 361552879
814 32 3199668
678 595 171818008
863 436 845622341
952 858 22892591
568 519 792770575
933 672 816086655
938 966 61667527
916 671 216384229
934 478 71631340
940 874 423947093
139 466 434044284
257 952 140376565
21 162 536487634
593 158 249772816
227 676 339010467
956 980 462184747
341 246 308905992
247 101 143271120
456 562 627230057
243 622 75142511
696 703 542916491
214 443 142739377
738 779 629609119
494 107 629148725
533 74 117531271
425 39 721336769
576 552 38136293
462 766 825074388
521 809 945240622
690 844 526947922
819 501 678088065
208 861 198821179
374 691 710739283
627 801 314518318
707 576 248371354
231 67 987974568
616 712 223368405
720 724 295315931
350 737 753373956
806 511 578036393
941 893 628786377
573 116 282690703
811 544 259828010
216 911 521275163
640 690 458524956
709 644 302479327
576 792 66303116
383 779 58206185
521 807 960943507
619 592 541126328
931 950 68726191
267 168 472700241
881 519 578410733
385 668 705701597
965 923 597496878
517 812 515764330
985 930 551097263
205 344 318216077
294 490 99285798
766 139 178924538
433 654 858782272
464 271 179347924
773 853 603082212
82 740 300691718
946 944 539340715
967 692 334135535
5 635 745614606
471 824 161215062
277 27 821384208
278 109 234214532
914 741 331871288
967 523 141125776
821 143 862579453
164 53 397504537
560 878 572999472
740 531 198411790
887 273 118969639
228 699 957836542
144 265 282499897
879 421 815625445
323 878 923145172
209 992 375460281
702 900 324131595
30 681 439042540
924 419 144781663
779 480 684301657
527 458 266403697
572 567 81856873
95 505 865980182
905 575 976138124
620 455 427302727
940 377 865455876
771 756 757992896
892 735 412161559
496 312 492737872
806 427 883317369
372 932 500044310
751 710 266217838
331 471 927563690
908 878 783571886
714 475 922039996
547 619 991039032
936 830 418645595
24 915 856667777
23 370 283693152
816 960 796243898
93 725 394540998
384 457 724329036
873 746 543626350
294 759 961157641
66 773 74808386
318 838 798495721
172 492 785560785
438 705 942268411
631 628 885004628
434 578 721894035
713 940 37185869
8 534 742264465
581 522 261271561
65 530 299230652
707 437 711726911
889 802 607920410
776 197 806995894
789 372 994256399
512 399 846277967
783 891 268461177
528 8 580131516
231 391 236124515
344 940 812087651
773 696 244209447
821 952 764256819
291 578 599561434
843 743 723162445
771 302 241686013
749 840 875593104
117 239 240877814
918 857 995166957
638 520 876051821
281 855 960529589
860 618 211263792
34 26 444775140
784 833 983576121
778 548 177974648
394 115 830910092
839 28 334148673
405 250 622797751
539 1 854837858
464 707 639463236
335 413 493912379
714 700 134200148
564 938 273441372
357 824 511090312
970 900 283152855
996 895 256412131
580 786 451344228
105 321 589230615
969 900 742252018
825 97 946732558
909 946 986535425
82 765 545846740
872 624 784810542
200 596 958012093
999 348 558198962
7 232 18333093
972 927 230765638
559 938 948871277
176 749 891678847
417 463 539884863
967 739 112612091
723 864 999314629
942 447 848148135
934 986 643733209
446 887 846211535
640 725 622052540
828 406 631468440
511 213 455249511
477 651 571750286
450 346 276788954
410 536 505979728
285 663 945038111
955 712 621936092
724 987 971405886
93 708 150733031
918 837 514294568
518 586 47332045
855 886 46482051
265 280 55182008
586 722 830886594
356 967 539726637
889 191 589799511
484 456 461572201
350 355 613728549
428 408 978684136
6 705 968795033
972 666 635083801
870 921 17207854
763 795 384244541
861 984 644029434
691 170 240351427
572 799 176785112
996 688 920839063
329 829 625583135
457 292 618400592
988 903 737107099
642 339 270524506
934 831 383625017
584 323 213082342
381 714 844972969
586 775 224302609
11 851 663029553
147 558 364327686
478 92 412244753
485 819 848861772
712 453 295342000
219 146 611252003
622 742 515222384
639 394 7954097
734 297 159448880
401 163 439010809
389 656 141285720
189 225 896574604
732 451 54662131
230 612 353819517
697 187 367072642
223 873 136054937
936 795 437585971
110 297 80395461
322 67 799097003
620 281 975867260
560 684 104047295
248 406 549750682
99 963 460869406
434 820 78763286
812 356 984867008
448 641 795987371
131 447 287518569
915 128 523041580
950 704 815695285
845 876 202225273
308 34 101565095
10 135 80847284
639 655 441143648
482 789 789418939
492 232 618426010
128 378 521219006
923 428 178813762
890 872 454238379
399 149 462023935
256 50 231466442
750 983 340292920
232 600 102505617
935 923 694390739
837 680 362710453
34 151 918651231
572 662 357809776
782 984 895420124
405 631 655896168
518 638 216425824
260 818 554720976
783 630 274908315
503 871 818620029
209 987 641276173
330 437 111923154
486 321 632405752
800 194 568488497
861 837 956300574
679 753 537443408
300 691 797408632
66 766 365270338
329 3 859716995
694 931 715088059
27 622 465242795
47 947 650390518
824 935 639945532
62 505 138586504
71 779 123156599
493 961 753503489
676 850 194663522
539 175 325236976
641 810 947373345
439 378 542617452
774 978 426771566
949 78 911814868
540 692 863936037
632 483 111709431
774 354 953828547
311 176 932210918
757 736 199776808
498 793 369452427
701 697 293188790
835 168 629089908
816 736 770557313
738 824 942542910
976 797 924323088
516 211 980736305
168 720 460005364
988 224 647253758
404 607 655069571
631 654 79442306
361 122 86562474
169 781 226617913
845 617 835373755
824 790 161068287
35 170 998148091
847 844 342520771
690 912 788726390
959 850 132933929
864 547 128794924
627 680 857361313
42 874 365184235
985 926 798826499
806 800 897409498
550 932 417914808
579 728 193590877
433 156 732120658
473 392 65756059
211 805 341833754
515 4 60332812
571 173 458554844
994 779 45515202
679 762 100650590
318 797 106428444
543 995 276715110
268 564 2676888
270 987 912091331
220 480 514786540
762 208 951239226
429 853 665393792
600 461 824169860
537 491 729946269
742 410 831615764
331 782 866020625
504 326 200362578
101 155 400774730
566 874 71064262
591 33 612863184
841 666 347248322
471 898 864835798
643 872 92247243
381 122 965995622
775 764 596197428
602 576 928248273
578 87 516434924
264 754 254713185
9 454 649497396
423 997 600998820
602 363 542712281
662 994 820789775
462 558 926689084
875 39 396100752
944 783 111287355
791 728 980575929
764 989 180574988
822 894 705071212
233 387 286809010
287 701 572876619
55 686 739987550
160 912 597504781
9 36 126089341
809 848 118397866
428 338 776020243
231 934 94272146
749 896 574334340
730 855 682162873
323 889 3162777
769 739 850333500
766 707 337586146
522 199 877626934
240 283 900264477
341 430 991399020
250 719 979328716
464 15 492835948
995 885 702577257
309 981 967179657
188 907 448193029
24 615 372396185
458 328 956344668
942 898 36713256
546 417 522542129
746 381 823244578
844 902 147315065
413 566 601158700
352 397 394850713
601 630 410198801
290 522 325165189
430 902 110039759
426 744 688078752
907 646 106970171
13 855 625004644
917 881 506746316
608 819 743930435
693 2 140620073
693 292 130271111
287 810 350519379
978 356 567453920
702 822 140924489
903 950 348989714
663 837 217678662
857 813 295564881
873 878 24502328
994 905 108475864
656 432 77484647
529 913 847314104
941 770 187074053
113 78 997643606
866 462 697383942
910 780 447223037
910 746 536979347
900 910 935868390
879 831 728022663
588 849 382190668
553 720 342475432
413 466 505251977
841 605 761793312
115 206 842107383
779 59 750184742
891 315 578688919
95 350 356593767
814 293 900271354
91 132 526121925
473 854 211604491
802 855 991408561
277 388 859773299
927 770 31191899
911 12 107879410
710 648 47825304
770 667 636141859
368 324 97126831
770 723 465478690
916 525 860363488
969 927 772057452
899 984 241576779
189 527 325180838
400 961 824860352
700 551 623431510
443 70 8187099
366 893 808401822
27 47 88280170
373 842 831623990
758 764 591245574
220 611 399568200
339 100 317220358
674 120 631017302
252 655 91639837
954 710 937374949
962 918 385296692
624 494 544578106
467 230 904693928
322 744 189699331
304 455 540372477
690 792 61061484
709 189 151427699
439 265 829597188
851 537 570657314
949 328 738269626
783 926 598746504
941 396 992452105
918 772 662287054
422 281 77404426
629 728 669723792
698 861 231697408
281 117 495141424
485 300 221902591
719 992 528208701
946 334 599152115
993 680 123015048
665 655 488001970
995 996 152956107
571 387 709769388
771 446 133186993
806 753 332692431
609 199 154840230
520 478 425019014
260 270 563689702
852 996 648237337
580 801 508075715
723 433 877579677
417 726 47206356
339 313 26414922
207 875 705881743
273 657 637234262
852 161 80969330
825 286 748820514
348 796 878217166
883 993 479170313
759 49 701899097
915 782 825581297
165 391 703578986
961 926 467252007
191 619 740915303
832 989 667985834
55 288 151363674
435 531 624898927
743 650 276599966
604 786 116200345
125 326 155645657
899 119 470392852
908 788 844727735
622 786 972417203
394 641 606658892
868 41 249319494
661 23 274972896
150 774 262717731
487 97 295834955
790 817 194519744
196 496 697250929
382 647 778907723
659 924 648076427
378 143 299591861
183 676 808970937
881 841 746002577
840 746 251435205
671 786 237073531
256 287 760868239
430 94 16637394
725 8 419143230
409 743 80168587
266 866 755201198
833 955 719462539
546 229 175374699
623 960 395614572
377 645 998464246
649 689 19611993
339 136 342041964
974 950 681890271
260 103 184986570
677 744 680125777
316 952 277030655
927 998 69755158
87 533 71410415
304 759 62010399
284 818 691081569
63 525 706467094
251 407 921445207
793 557 520779841
788 790 731651513
895 540 666851122
739 683 760122299
312 839 875029367
79 428 603418821
541 707 574484309
963 888 882881839
779 998 912599727
440 530 644737070
929 947 690233141
923 884 79263343
941 497 371819190
196 649 576782513
456 813 324085605
336 660 866270475
844 978 153485115
64 710 552690615
200 437 996193034
823 998 952329212
812 231 526969947
358 682 626416161
888 951 557386389
305 863 494130778
739 659 925773481
707 368 449673748
586 196 748610571
920 846 599820386
742 985 987953103
426 391 739592638
203 566 233621212
698 439 697094542
270 786 296243103
278 898 651300873
465 420 619687631
751 447 47627517
319 532 857319603
325 445 724157955
192 649 109453459
651 387 322092903
72 842 959602533
744 400 203074335
639 421 428291724
404 628 362963316
546 680 668250417
617 69 430095527
709 697 658143896
633 640 113379908
355 280 444731293
503 17 189265439
890 570 566164348
746 711 221691211
901 615 547524511
980 626 497511047
779 106 872634669
360 73 616260957
926 844 481397911
785 493 261056758
410 969 640822976
177 761 394216693
767 510 581546286
842 592 895505427
212 551 373919877
15 900 133306319
50 997 845042634
302 88 943194626
85 457 236482781
848 593 618086014
376 141 976473227
879 669 460907985
596 338 796158237
26 182 294214991
905 910 510922496
947 920 550946757
871 936 414686376
776 298 141758386
963 893 376088817
354 249 280734606
81 487 969843112
983 986 668613525
739 531 884891054
821 90 147703822
976 320 413790560
600 934 242391905
788 794 492940350
636 970 464697905
890 896 213574768
963 898 265286097
409 926 960643225
237 318 912860283
648 560 819584778
894 891 188085362
690 687 727512299
571 779 122473403
898 415 504291922
329 569 494999792
166 11 472017079
695 766 208936604
239 676 52877480
120 681 870846495
882 809 199958915
316 794 613402465
182 661 283200767
519 716 11613713
979 174 241432718
326 317 790116050
509 583 477803912
16 960 144223175
845 726 351088711
549 464 240697481
425 793 7741800
822 920 854060886
442 477 287324441
787 149 762055562
573 105 967287222
224 985 385196391
712 902 959403886
240 565 538125791
743 238 707054517
800 102 450590592
491 880 948935389
400 351 247300156
834 910 714686807
942 439 515953955
762 782 950701860
61 4 437154455
551 873 355245205
162 205 440570471
260 187 125255854
144 361 176830074
934 622 459501583
277 484 985038089
483 429 654689896
993 347 309944931
842 831 754796407
611 668 132051473
816 703 232577422
350 907 408904940
956 885 946648385
575 373 93845339
783 650 810446153
836 529 618140872
959 865 731410220
616 252 708986598
354 174 574410569
595 977 831846040
602 800 799739641
786 811 752157697
220 76 646275708
969 970 491942573
630 694 360691099
595 416 656792932
23 453 569130971
846 725 473844450
903 298 358469233
933 547 928187593
601 765 129182327
222 19 807897856
696 688 523996182
493 23 81790316
224 807 506397329
534 569 382404693
980 895 231573189
758 612 672997901
709 998 694193872
317 278 247653634
282 239 21211883
315 475 581670795
720 29 610194372
995 900 122490127
661 912 18970652
458 480 364100190
192 867 777835581
486 786 386622989
994 510 64740134
549 240 251014814
779 414 7031259
318 132 513540404
508 601 224163621
441 403 758350501
266 772 704830112
958 908 610586939
581 664 477116960
874 912 559798474
812 370 409738427
818 885 373941050
905 959 173158458
918 966 846572268
876 885 7997647
375 66 801939438
472 569 936323119
660 963 692832127
832 249 478584374
603 480 618158974
143 640 489396979
939 476 708658416
903 865 549255762
425 829 91938950
84 889 275035984
571 582 627604665
337 761 73271461
510 873 625815063
640 892 286453126
636 975 613059866
991 971 906887267
451 458 193251143
123 824 490008553
638 968 948789167
994 680 792079310
878 847 428014424
91 379 440066985
349 55 196554525
901 451 298901141
904 636 861323845
581 883 794261389
725 709 351077980
67 994 532251938
581 726 116849880
197 856 452428816
660 303 978244005
930 734 649610924
535 549 456148574
842 161 890907985
667 416 1908896
27 666 715976096
855 995 420786820
779 695 879919298
958 765 407022002
981 961 584482601
436 860 725347262
970 956 264341877
727 726 737862615
781 651 88408438
597 792 752742947
519 604 910173622
701 86 863698919
975 441 30459448
542 908 275373834
921 628 769595997
924 677 689780030
889 710 161231463
808 642 491678525
643 813 1507329
901 803 587052262
709 723 875876614
441 900 619914834
785 925 778812177
856 881 735714586
839 643 257315219
335 669 637725593
757 570 394138831
612 671 363688204
409 604 241391597
557 505 888826394
148 8 771409742
412 224 398204512
792 62 866735274
944 512 280059593
968 855 948648392
973 867 60268744
753 925 582157849
954 962 449930935
126 425 972373107
724 434 944866708
370 776 570534527
984 677 168544368
363 972 924886752
457 891 658931505
104 970 264720389
870 439 516994679
283 726 515534184
734 863 35618247
279 665 589865289
643 720 720988700
401 992 547098093
330 869 825650987
457 739 242611717
442 339 135761671
363 305 540518295
751 559 667023093
885 732 650390881
782 345 932584098
988 901 742540747
421 393 199220244
237 742 685367139
791 890 353512712
943 26 123252690
707 695 803572861
960 827 60846222
504 666 456956300
385 456 931188491
28 520 540201425
815 67 874434671
560 320 241762236
513 953 644552245
733 366 909814671
835 803 854884401
857 858 188747248
906 903 922588199
139 360 409890843
568 210 745257988
519 497 735603965
898 799 977181211
533 574 880041743
460 354 959030939
386 733 841476689
532 360 250332709
629 656 491028016
624 918 855457607
785 672 224519522
801 783 561869350
372 187 951308770
854 722 728304756
23 503 142819092
8 431 683736954
405 746 922322488
969 996 861199191
966 695 290153632
683 289 474782126
663 750 50678340
903 773 989480256
484 375 234192348
964 929 328683209
225 844 259576031
450 394 360964985
954 351 35951592
774 951 559290074
716 827 475835648
951 968 820070123
963 984 449638332
702 383 339867454
689 998 934776693
87 747 601170752
850 535 214589163
722 24 304020520
127 790 783132231
464 662 939810045
594 185 389203218
580 818 854018677
56 129 360992178
737 671 650408261
509 531 491148047
633 119 234866187
509 181 670216464
969 963 727657602
325 884 894311988
23 270 204625909
488 849 120666625
271 292 875376073
727 542 32638857
918 139 622156517
511 496 293950698
863 566 391585402
36 899 760562237
704 845 447028548
451 501 271164966
119 862 624593844
349 658 251379882
557 742 117043543
852 174 83352437
174 929 404801854
554 635 4711986
829 931 793447205
599 628 223320947
510 964 599214579
624 968 375044189
166 556 352723678
932 947 242238788
2 347 123645547
755 752 54833138
797 186 857205003
130 902 32077655
862 851 413852078
280 807 43530808
54 235 475843174
832 900 500930463
191 220 31872314
710 663 112308310
517 811 560371086
182 695 67630435
157 892 362452061
791 526 141896807
916 965 839631349
683 801 300166633
600 394 232642993
289 647 174722887
586 710 396076719
652 879 818003355
517 618 157213349
251 963 971262449
208 435 170111547
187 859 226739997
551 62 613712151
35 553 368800978
550 686 142805115
959 646 242974585
704 933 962736669
857 866 962265555
842 456 833656481
989 843 729286620
648 196 582840646
650 901 366270150
563 905 97823836
994 913 168396915
592 596 60195225
506 443 710998373
922 739 133280411
430 66 84155396
809 128 795412369
42 375 274363857
874 863 11458680
966 578 855072605
128 894 602223206
718 685 935896864
808 918 395703370
590 777 576347261
281 664 674358530
284 207 677032978
747 836 598217265
28 19 877768641
916 964 427919639
772 582 200383438
453 639 89309228
110 621 620625680
685 188 213581756
459 1 686885774
391 621 172000091
743 278 377286897
884 968 459341910
13 6 78312263
136 365 239798581
567 940 624122678
69 915 339598375
908 531 603828197
849 426 862778919
756 35 197568723
582 335 531033942
471 984 164342871
917 895 248265324
873 942 597862167
298 790 812152213
494 941 181880045
968 808 35922892
182 27 273478726
304 243 767751453
713 939 348652974
875 828 804637596
271 617 14495979
704 543 842250318
880 232 348472542
325 789 243578331
938 461 560413206
111 36 937532474
512 568 748905315
960 267 810251828
222 893 669578441
865 912 226057527
977 941 79355320
779 803 851770343
471 700 724677475
317 145 138050809
709 956 240664559
68 342 900816843
79 1 869568585
1 10 175349755
580 649 830454481
855 813 899098934
217 691 253901404
901 992 406234400
594 226 951009906
109 900 58926114
350 399 688775267
815 408 465919790
782 740 621129624
515 623 953443968
287 698 788289805
802 96 796154117
121 517 184751367
884 725 77162268
864 959 159302279
28 475 627605226
831 684 524533603
690 238 36001473
378 130 66032160
835 981 196030436
173 465 49719825
996 606 960397147
371 936 885389496
771 665 496901224
179 491 103198509
791 67 189922892
987 938 636446095
250 115 284888377
988 409 627228274
755 844 575386073
109 549 918678667
450 494 772443643
671 785 280308606
841 661 263140889
353 111 642788614
711 837 508549853
887 138 141479921
927 443 708966753
889 797 681713852
856 344 408821462
472 661 247137605
989 777 367903677
724 71 565991556
504 400 612555463
35 313 966844409
767 302 962162794
947 481 483006274
425 440 991415348
788 922 35640842
116 419 60991283
752 542 917546692
349 315 113113852
158 594 2618674
732 960 135272922
565 789 291820725
385 399 686740855
767 608 37624475
927 933 634029510
738 800 560270710
553 443 305907108
957 844 998087244
372 892 539184180
213 958 85360250
424 102 62966458
381 182 394992226
272 777 695975376
952 322 675969037
336 881 927063577
976 61 308895100
486 292 956922439
297 109 940040555
540 363 377905036
625 82 255578470
301 912 460143823
893 613 342491642
948 847 95983920
552 907 120564099
842 957 550043381
569 690 36974859
912 633 306928012
408 71 38304123
778 381 526886598
892 901 311198999
480 766 743029445
419 562 907420142
713 777 76940974
974 706 321266098
984 757 297148242
613 576 513174790
570 772 487079303
116 180 543655282
618 624 641370706
713 562 201126736
762 985 28702651
783 972 487388549
209 385 596992945
452 874 387154110
542 901 388317821
980 862 58009520
911 975 384234369
593 920 39741469
20 130 295353306
285 289 505910148
646 157 800446641
957 245 283649719
587 246 792820933
849 231 576145847
253 983 782169617
363 401 696065938
732 193 502644678
994 265 714665567
491 777 61298028
741 861 536958839
365 882 838181084
919 317 336912023
175 193 172624468
273 540 835529531
991 937 913052946
155 231 51401322
275 794 602665132
196 20 861862001
416 176 799954258
520 714 384110282
376 788 887626533
755 895 71554422
364 332 395522361
378 558 602582657
341 182 618570551
599 740 349753479
200 361 170580341
912 602 21991066
590 646 796556180
710 666 393389113
128 982 569738183
630 735 564984499
311 282 70697564
748 927 541030090
711 954 960859035
160 88 958705661
718 604 12881936
881 706 399866367
394 126 250935590
942 657 326177872
204 836 434142392
625 430 106887886
436 635 695718630
902 901 497475108
382 412 5209819
414 296 598786336
854 646 478490863
442 190 306542096
609 759 432220753
150 569 614015927
124 13 867656973
277 725 805476056
824 502 392002301
557 995 119984981
836 627 632315797
255 547 343431824
180 857 867324457
459 205 604561899
956 533 887303729
317 586 84919715
617 109 599013737
808 591 114203589
212 198 460050787
436 892 421171518
316 482 837204017
508 563 173759257
304 272 151688838
894 816 331511579
555 997 479410094
265 947 557704000
805 662 458396420
804 967 836474659
506 283 103749804
660 834 399007306
810 419 456210536
895 636 37309459
727 576 471021749
825 911 584070363
371 976 771259577
333 714 821060706
63 668 509103764
677 704 643678409
315 235 236379221
968 242 681279980
917 429 332638399
749 43 153758409
326 958 24573838
812 144 653551535
916 939 875240371
244 952 452027242
229 368 593669513
984 777 740705500
587 991 177134768
383 946 342519659
604 881 382354837
747 768 522404954
136 679 882082423
908 504 211688156
226 769 981009270
376 267 528006761
854 308 748328406
132 358 162995332
908 103 143962154
887 172 338714908
41 308 568157104
342 710 869066203
597 955 684863736
