500 10000
452 453 836620818
491 465 232140877
124 158 216455235
196 372 758476499
483 451 882580839
486 446 827136392
237 289 189084102
429 468 968723104
425 235 791026470
371 432 609367917
394 445 478633794
67 193 434196957
292 304 151158574
371 414 769313591
78 432 855629551
266 47 457040774
476 474 117715892
123 385 343828826
176 443 221422641
488 170 327167841
111 310 607377651
1 367 958485323
199 230 2882009
444 358 249924875
250 396 677444458
345 47 560490119
324 382 125781755
266 416 885156402
96 67 989755113
134 440 888666429
144 325 621929406
95 176 532490667
492 275 155950789
128 392 129298691
467 23 970990387
488 491 593345423
118 430 80181002
111 409 175119740
497 435 677416524
333 464 754766532
156 354 51754273
170 271 601860448
117 299 711623128
87 102 204316162
141 223 387593677
120 465 145736250
79 449 685658356
462 417 153198756
456 450 392544403
347 499 844985350
488 241 868778757
241 293 331479188
393 333 654467568
444 405 558184494
293 460 729709653
169 55 292917039
467 440 422139204
476 480 955426258
92 252 265613248
141 418 606878057
134 268 188228987
62 406 513823662
467 420 537499390
199 419 214562532
311 481 211698961
212 497 843520576
436 477 900150384
311 308 395730221
3 156 271777863
141 301 939256424
403 447 808403336
442 178 421659575
120 413 873340993
488 444 446556179
237 255 613006413
106 315 590816522
397 239 244450152
408 427 41362706
379 446 920887045
36 84 489144164
472 496 384444268
444 455 839413566
112 126 517199876
423 366 243322306
282 27 785066306
428 448 609912935
472 488 581866103
178 266 498454734
117 374 526418664
24 151 234629416
127 494 410499330
389 421 664128753
433 251 213632713
7 422 487763329
396 269 117850579
416 461 730282827
445 409 90093317
133 26 289999455
472 311 579899950
290 149 387068058
319 326 36015107
485 468 961118352
374 175 178993633
407 416 836103322
277 376 720593373
494 83 175030099
230 220 788715475
448 472 528181865
478 46 729820172
371 141 257416843
313 306 487369018
263 31 451168985
313 182 429102493
491 394 278866235
106 64 123481136
402 448 439251203
161 200 934779521
409 403 705486943
90 187 530288465
183 321 289039597
499 486 215153457
320 308 901094072
481 284 819677397
480 412 511203764
259 416 37648076
116 353 387697478
83 63 688044551
104 23 603590036
93 377 154370836
483 318 538619489
447 353 429826572
461 432 949528236
134 7 932841391
137 209 713031130
327 396 554707044
144 299 940644753
384 181 103746911
127 419 965973849
254 27 221397758
7 129 376178847
268 172 567842194
348 249 982685957
499 426 45644120
498 470 317754332
313 189 427631629
490 453 210015323
430 370 99714204
471 244 993943212
458 433 445764556
396 9 243956489
208 124 170615112
226 187 684469194
485 444 615556162
99 156 701649514
285 298 706076597
413 253 229689690
480 124 590693708
474 382 18561021
381 475 374723964
348 354 753731402
417 368 100335998
165 77 409090437
167 195 696724518
445 403 761261135
180 57 80106893
461 452 342819958
239 103 33341387
315 10 345918583
117 421 135718053
75 127 300664062
187 210 716781410
222 416 266213023
363 425 429474710
309 384 15694172
374 424 16423792
237 27 312664335
390 305 813684797
114 240 472277790
201 59 979383696
81 168 310649800
127 282 562272017
311 190 188700295
40 305 238275911
434 497 861506875
319 236 109015858
150 220 531393234
273 464 651534808
271 117 729190663
253 435 361614719
162 498 209206438
447 443 3051221
197 340 655823376
153 114 904493079
326 37 576681796
166 48 952444530
242 230 286821105
478 477 728739652
331 370 597887353
242 102 295651069
14 255 352119950
273 108 888844574
53 457 855671202
143 292 283394956
213 457 372336656
58 39 920891398
259 158 480746655
386 312 172639662
87 66 872433615
219 220 784536245
390 479 925507616
372 47 981087549
328 384 817512199
280 155 936254011
477 409 317034572
349 175 199261980
103 309 122161917
164 326 720086214
492 197 225958792
62 152 430524605
490 466 370777084
147 210 903228214
406 256 61666063
205 140 19701239
425 453 759292920
211 241 216425636
443 451 815115704
386 463 135859910
72 461 587440222
350 361 410354014
151 387 53915257
258 470 787239730
320 48 226447691
269 373 456060852
396 469 411118636
444 459 886423119
172 87 417750143
139 388 144698066
52 458 297645833
432 104 473568903
194 127 813135833
271 291 24256577
3 289 509482892
265 402 89404361
447 450 226736660
384 365 557695711
163 280 428489567
403 359 340294369
142 56 156275298
26 85 283593982
443 182 945984679
493 460 953945542
460 429 490832183
155 137 934783204
290 488 734493887
183 87 40096519
407 364 311550199
202 124 616188681
440 304 957085595
292 495 305588907
371 472 49154535
354 395 367427283
460 397 194959147
250 325 307603917
223 160 425211951
320 69 14534474
460 477 920297432
19 169 893284582
411 420 936818597
499 252 347404824
399 326 944598272
0 228 181497814
438 89 142840027
465 231 107960952
237 310 952758935
276 218 688405018
467 430 902321956
113 136 662486273
340 343 129534522
386 250 260260522
202 333 593491617
62 266 441567166
431 380 488012638
493 173 500960287
12 102 744742841
305 75 458084970
368 366 309129122
375 14 147131936
321 279 135182981
167 347 321586195
489 484 514220271
329 398 679612834
386 323 506678808
484 312 57016852
427 117 587896832
152 343 233601189
259 175 660273097
121 363 948874114
470 448 899198492
337 385 683547254
436 422 275377569
476 416 913023833
262 259 536368995
200 444 872498556
236 22 886040528
165 146 627388765
113 8 57787691
444 407 135973560
462 403 284306061
20 212 512601142
2 6 415439098
436 479 327172837
420 23 289315516
64 449 314492729
460 475 186750005
389 435 241915693
388 63 911626440
418 122 241534975
486 274 576322503
211 348 336682223
495 411 342672018
196 200 356934165
54 187 124694493
249 420 956816519
402 393 215009291
255 71 100745684
355 364 898986250
457 24 990542828
371 495 92929460
469 463 53707636
486 485 978390974
364 354 129664073
216 61 640714140
488 473 57180281
206 246 159492885
384 1 508386614
248 126 331730564
397 472 503969003
347 164 325538034
296 263 501226481
349 471 731677646
272 416 193004358
78 93 889963943
317 139 268763013
371 298 647723397
405 487 313291696
344 311 813660871
306 396 326399899
232 277 958260758
238 69 681978200
299 55 2710752
477 489 827276075
368 470 177020087
475 447 925329643
113 337 443829533
19 172 396172770
484 475 791594106
465 443 328289077
385 366 917386520
314 485 166445788
192 262 207215997
461 498 514453498
164 92 966870908
448 284 929128787
401 85 480355391
181 416 545650989
37 359 147351374
112 195 446685427
480 312 993208997
80 263 854475221
148 370 618214414
383 49 178437874
481 54 594355523
330 259 925214045
67 11 225511708
378 388 209805006
115 2 76475262
461 135 81878548
379 179 879369555
226 163 676059914
15 26 455015826
367 254 133895127
267 206 200924944
153 154 265917434
238 118 246861403
186 133 363864879
286 197 793788703
215 427 681636807
238 276 188869047
220 117 980894343
93 233 705185607
327 431 315044138
449 451 194564681
105 232 268995234
450 398 20368826
64 40 860343753
279 472 539487739
57 224 110290467
131 90 877954129
373 479 633427324
423 416 798476296
282 364 189483455
372 132 733525466
178 64 74855645
229 118 14721282
95 358 539526298
29 466 267584649
451 327 236964480
227 240 954154870
470 415 15892942
154 299 981198259
252 418 819170515
198 184 953875363
449 432 372342282
133 269 696274457
123 219 841333485
427 197 701373703
87 127 231593226
25 113 927287870
122 416 155327326
67 7 830197135
43 301 567317295
381 152 669874679
58 114 942462365
411 388 200075217
213 201 794721512
246 245 673956000
111 55 620401450
477 339 650833039
68 282 340354185
88 54 35642079
383 53 845898520
326 270 534722214
149 135 810556009
499 427 455885631
331 375 958272583
231 63 298793574
380 65 259267063
476 450 757080296
442 499 78786666
328 297 559958048
310 123 229980375
403 379 903014029
350 278 852269856
113 356 852188847
352 75 683277722
126 314 398687389
422 475 164927537
180 414 894639708
47 284 534333085
456 415 657045201
124 255 976311587
406 375 581911860
424 252 709528572
468 454 590021335
455 87 598652862
336 299 690628249
173 278 634531049
155 477 612521967
173 0 217845008
336 275 673767493
448 32 381437599
405 416 679339857
0 48 522099011
419 476 595314263
382 409 264715738
305 366 458534431
420 163 913916373
415 82 103894987
447 267 731009775
244 287 255565391
97 326 653042782
218 373 331804068
423 254 52755081
202 53 886297248
447 10 489123244
492 191 554673600
350 465 347312030
430 408 138195639
496 445 711069109
346 371 386856088
373 180 479392840
451 446 839396065
318 231 791139102
12 19 132594201
390 86 415996646
460 119 932583094
468 466 36344574
37 31 31748750
31 366 431571238
365 350 958699126
318 425 174194334
324 361 540563733
464 492 974913593
147 114 330584023
498 202 40414799
385 432 693066049
136 270 164681188
376 483 890110590
476 425 266374802
464 361 100201834
479 486 800590294
378 280 849491449
171 278 306222064
291 307 726963661
423 455 138911628
465 358 633450293
103 481 931226331
465 463 903892864
371 484 396560624
441 343 461405787
488 362 136834328
498 457 951215940
256 21 676121409
281 431 847356507
410 312 243738572
362 65 845631798
200 425 439643225
14 183 287589159
303 145 236889025
238 291 563912593
487 488 24053504
360 479 344298934
244 262 312980786
188 329 19566462
475 348 786338961
439 435 420414920
136 200 835346512
382 137 366580866
480 190 472438852
122 326 556267836
292 315 574883795
324 273 413889377
107 70 321168640
478 475 251113689
430 207 109207441
456 422 56356433
488 483 792271583
483 333 620706854
23 217 164546862
454 311 181925542
461 179 304049443
91 485 279010830
470 399 609842673
68 415 658949924
444 174 53104134
235 495 182397539
178 345 979451935
315 422 833552276
18 63 403847606
24 187 812618440
140 156 698863206
169 233 684612256
301 236 802872635
305 234 735637229
468 381 670201522
114 71 860763623
468 75 197706132
487 484 543233031
254 398 709169589
70 90 53584549
465 414 210217320
473 483 978998876
271 286 994149341
49 30 189842754
459 478 775421686
353 320 547163141
229 328 704808333
103 475 256318150
24 441 81698518
377 4 323778228
404 91 73965890
362 472 2684584
460 109 174292358
156 127 22975699
318 426 593176428
166 40 13780411
341 287 939177636
264 440 229235823
186 49 959407162
293 122 731320789
347 230 766115427
239 350 541176421
27 17 988707437
225 372 341795128
52 130 932076384
387 409 723998689
223 180 750322787
82 73 444416121
195 378 81010018
492 345 810366761
285 385 71493301
407 496 242448366
30 110 611784458
460 74 108393816
2 329 383515097
383 395 393091285
225 346 411820871
51 367 223823904
333 309 182732040
64 140 990371299
288 310 406591522
62 129 548123984
364 348 761812762
409 448 47170693
451 261 90980764
142 281 883757378
297 324 39506957
252 245 354794658
483 383 105264782
212 147 53133664
478 458 565923487
399 306 187909857
101 139 346538792
326 302 997765872
398 289 732949109
454 319 260071355
427 414 312437353
303 241 664949353
485 56 963494451
361 234 290731437
161 353 62149740
419 364 718110844
479 446 68740559
334 10 775778689
228 195 394701300
405 317 488209789
363 92 550043902
104 470 261181710
359 327 985857449
403 459 629249471
223 433 92889229
245 406 381319744
467 449 569747761
193 257 566527030
428 44 564986087
394 414 234739028
103 84 394870134
2 394 247856518
437 470 106114740
485 466 923772059
406 385 92738448
354 244 407949685
239 480 573297436
274 158 307220976
265 292 163189911
423 353 3722549
198 78 688908999
212 308 681775246
473 319 571926559
206 426 354169528
241 449 517274453
445 384 847988583
389 487 508734207
312 297 210287108
442 444 902133720
37 11 565567454
445 28 228222584
196 158 93557524
128 254 397895008
165 349 448288043
434 388 476206082
430 481 281033669
416 388 568368293
450 226 199638284
447 104 281411999
492 420 130208234
390 498 733311872
474 315 696875263
406 164 25411903
442 303 106762140
207 448 775480681
161 219 934541794
311 314 28825733
479 351 327743504
398 125 833695061
492 209 480664432
481 328 462521742
375 94 805253679
333 362 745381415
349 262 973104725
246 231 33737893
496 187 492637014
239 184 968819305
143 42 570009229
445 461 426728522
357 386 828701895
140 305 454124240
413 251 851516952
400 43 515169829
248 136 266649619
179 305 378258273
249 119 113387622
172 223 678180093
473 433 165427335
433 12 512317762
207 353 335033483
418 423 920804599
468 84 680136209
386 446 157337294
14 7 139137781
291 74 779628721
499 395 933345206
434 423 602840075
420 430 369698527
301 84 933348688
344 463 29550657
16 23 380077828
310 291 984533510
210 470 425942572
441 391 670208844
232 254 587598155
463 453 424126944
159 154 850780061
248 72 395139314
305 302 860908205
236 400 181444200
90 388 927804466
178 254 815600400
242 52 265709050
375 460 834901189
331 135 792692977
331 56 742633097
345 449 741559688
404 429 356940204
473 468 960752490
441 378 663954013
59 92 847639954
412 449 959825496
191 215 747783063
387 267 16397829
224 55 598410505
288 225 392881098
384 165 844814792
159 119 382328803
322 381 995050916
347 340 564932601
286 300 126709777
262 34 608607070
12 445 937026338
400 492 925531820
382 125 771145779
184 237 788405794
193 248 9144956
280 77 286894930
369 420 105527700
462 494 583288979
134 370 719040973
415 471 253675344
276 237 111785329
104 281 457753579
58 284 318781371
350 481 950026456
275 227 280618433
245 497 775037798
153 115 918455337
263 245 641122799
485 410 721331064
72 333 128541703
6 369 126646978
299 306 782779944
275 404 204160257
127 190 394093173
272 422 830954500
486 480 428265333
402 484 630518062
54 491 356193719
265 11 694583494
415 72 908547208
287 65 506443212
201 389 563269793
37 232 209345606
352 159 278310837
457 453 610701754
245 336 648972325
397 405 824523961
268 227 893922342
172 228 412475657
405 341 32911208
446 239 822372900
172 237 647570046
320 318 132947605
241 370 772633116
209 498 946131768
269 295 585020007
236 221 54058785
415 360 634499887
413 414 314258747
111 88 453154315
458 416 577832210
397 399 751520822
21 402 357539309
120 483 723144583
469 417 283077767
180 107 854072713
10 293 80651916
157 161 82464485
242 447 625682724
221 405 872418519
1 240 981231500
428 444 10016422
87 53 519890545
20 399 693128618
67 184 908645028
452 496 398610345
175 241 566713933
258 397 521338963
259 425 213083423
30 270 1154756
176 53 179015900
247 483 777792004
408 207 334505580
456 474 69398332
477 376 915161368
422 478 37236309
105 1 541377717
451 413 292360713
463 411 791217585
146 342 500549581
173 103 22597454
456 398 185634102
414 399 956637553
476 457 723567730
48 351 279268997
378 356 145478944
261 470 902120915
345 241 183627993
245 77 206992944
377 334 659237859
385 388 343890965
486 474 55882002
127 239 458420535
379 424 509037418
430 311 893489705
17 451 730897543
354 478 306232187
395 363 583036696
479 389 74467565
361 407 523960678
257 261 226116452
169 80 7022461
495 338 153982036
14 210 681897455
62 231 518422496
328 80 143549477
206 414 776522874
300 387 924672753
219 451 284162374
226 176 879842114
372 358 610406
463 317 616515163
379 392 982484425
299 453 705151300
42 49 972976372
217 306 110939947
473 453 531546944
255 322 774473150
461 438 357793287
114 496 127538761
456 496 214209455
419 397 37184977
182 240 489853595
127 232 464634064
280 51 999263432
328 289 253472488
67 267 762660484
379 221 942419270
329 366 550668194
149 463 746275664
177 279 152670846
42 278 618525664
421 406 772175023
62 272 686247714
218 419 306892160
422 388 796743582
375 274 123904275
444 110 433242598
465 494 869135619
431 196 120410334
496 41 132010117
124 442 177694072
176 340 91161477
206 185 387002690
274 165 348315316
69 328 460329037
436 211 426580078
392 493 90267989
219 211 284189235
123 452 678733830
185 228 168191987
457 247 238032583
322 304 432721728
342 84 358563770
324 141 953340117
68 142 719373288
441 413 644187245
220 365 116513587
139 412 366984588
402 185 111274358
8 255 780615777
276 363 83175681
5 184 408967201
495 89 366721616
394 352 476373902
206 253 996247846
350 243 151028779
145 311 49198300
212 56 648895171
102 361 224281958
352 438 572025122
433 471 908466696
246 250 130361148
105 470 468636722
474 371 22650101
67 441 645236414
153 475 59706524
416 349 34226365
410 285 187039127
243 123 472565486
206 423 809572915
135 152 535943239
464 459 82768313
489 391 873704293
69 204 276941386
62 348 9539802
473 497 739652850
341 305 553199666
280 216 479656661
413 383 877839557
317 379 680162822
454 460 899509202
375 108 801926030
429 476 984513633
89 455 21482212
156 365 824613908
294 44 906279295
410 104 163625827
103 434 316210491
295 334 99212731
488 414 925902953
262 202 188372441
410 358 612159061
116 487 957781488
475 410 115576729
289 444 419497848
228 85 142093455
499 227 966245519
190 336 691486275
449 173 367025979
370 262 346835392
472 475 227376380
440 13 914707429
119 339 562921762
250 370 667128525
256 451 385075425
181 337 329305706
383 43 487391492
134 427 209870447
330 276 864742226
316 406 215057451
113 161 816424537
400 338 451596514
489 210 798572030
312 160 553165665
325 99 56328120
141 204 157614628
304 199 17710775
193 412 995720509
266 341 746340418
427 383 491873790
449 200 258426919
249 195 937217305
20 462 111731099
411 489 958799520
345 24 508084285
117 4 21345913
148 406 310874331
55 492 693474328
133 265 360080179
330 204 611316884
217 341 375291153
335 116 458726841
466 429 281331935
387 402 204563473
92 308 951365022
233 65 508982488
11 76 840241614
235 410 600514485
130 439 613301782
194 468 809686558
321 6 984080691
292 247 909708756
314 393 150044791
170 186 663134581
155 63 880064975
328 189 377044123
392 348 275894812
91 336 301440167
382 484 783706936
243 1 705361870
277 371 205113946
478 95 925028077
273 370 412054483
72 59 469467995
318 497 5335160
205 116 258066793
203 293 654521742
280 272 276038613
180 347 451151299
365 303 218192092
367 212 714115717
311 345 502820784
463 442 591859084
243 50 231859785
392 373 71001709
255 389 182679441
177 77 789003934
410 454 581696954
240 261 138630409
316 276 885574419
329 357 888732362
92 117 117717300
473 127 507172117
251 14 267103968
298 41 239517540
435 368 564672383
55 27 575545784
416 299 125277358
408 245 448061419
343 273 186062132
138 60 918063859
318 193 928392663
388 69 143930010
381 378 59294923
248 430 993408785
151 385 181440136
441 490 393757785
341 60 756104402
392 290 952159567
488 335 685459620
152 197 153966758
240 190 581058648
431 418 715287120
207 378 282525702
218 488 666846259
215 422 387463094
480 270 338980736
334 44 222057045
203 174 226446400
413 175 905710837
134 17 297881707
210 136 162696991
269 459 893527437
273 485 343547129
245 411 547811246
110 498 645084821
343 369 948378024
326 435 669896463
253 51 790983699
117 207 752224019
190 23 426595122
262 453 753767767
84 75 864799962
458 139 303999308
4 231 51882168
172 314 228417173
385 433 522968401
174 11 800080468
275 282 779311988
5 21 651614384
68 214 265991647
366 458 726953333
350 269 907512164
486 457 320057414
483 297 694382056
411 333 517890338
482 242 136970733
2 456 335430651
194 341 729368494
423 466 595101105
9 76 278320879
495 462 967186908
426 433 583307008
438 206 887333048
193 460 624078383
183 156 723260582
173 200 44403232
260 338 970620925
279 466 801722800
273 151 12255898
428 475 907726229
426 172 874174019
152 162 962458557
323 400 882297876
285 140 320479935
206 351 881635908
235 462 596402633
94 187 783935320
333 141 504304266
452 62 26264850
300 227 924473188
496 475 262286857
141 83 960357413
383 498 580598393
485 456 861756507
416 468 281558052
396 170 106769354
461 404 620201584
103 104 327171285
225 116 104036916
444 438 877053099
306 93 437461144
453 413 487281380
467 448 869016451
187 224 324401233
447 451 990630931
282 283 760362048
450 431 968306651
319 255 178530274
39 406 265972214
119 404 831654837
326 237 73782579
484 134 140068049
367 330 295063183
287 322 100388279
1 357 661453092
164 170 607695515
450 463 51020663
394 437 497217189
452 422 616504189
485 481 197505169
469 375 240975505
313 222 332718134
122 299 6200005
262 434 178619012
330 288 114603415
486 447 314746120
227 126 816790500
332 240 777972768
254 262 323804610
200 267 802733737
244 126 742942585
416 150 353472861
316 410 25798016
80 437 930671245
234 450 251263723
484 196 888395970
285 386 787651664
214 423 257091519
45 354 597162397
25 321 42404954
27 58 157302283
347 87 905264692
404 387 296011635
301 171 419992109
460 471 642544729
467 432 781022580
136 323 935173478
486 428 528176735
341 132 411161811
213 370 759501807
266 432 112921113
464 286 110370047
311 172 228959397
441 408 645184135
445 375 446790666
319 214 726645041
482 456 99693003
74 467 697178707
452 469 267747847
367 158 425450071
355 236 963010840
441 402 690664241
145 214 626687047
458 470 514341810
31 72 140261806
249 382 44551041
217 168 178199559
410 332 666364955
89 207 874568079
349 214 430284384
423 184 931700370
385 65 277243465
242 495 703408491
349 47 214831559
349 428 318744156
136 125 884346122
459 487 213723888
380 130 357725379
63 492 707266767
44 212 347351703
460 371 562466044
152 499 518881056
220 30 863409879
146 449 677622648
122 490 222957873
68 274 235681174
172 352 494155104
325 281 103415861
131 448 304056640
391 309 255104836
253 95 4720231
70 91 246267461
436 398 239666753
322 474 385201543
208 460 260163572
339 271 783559002
447 363 855673485
215 324 83201913
385 450 562238774
309 381 219826280
343 472 74069853
125 114 381976002
222 347 324286364
443 427 625110961
452 288 886952108
456 297 549410277
183 356 104246103
395 442 575729874
146 351 994568921
150 277 751856634
1 221 2120183
381 130 443295806
437 204 764355008
425 183 293958431
316 125 964486454
159 142 979823386
263 487 929894760
449 363 207668973
57 291 890853158
286 470 677211337
441 144 823735054
493 379 936228740
432 115 120553278
49 469 251317073
402 488 706390904
236 384 564948027
51 69 148407842
199 315 942702858
188 328 72031863
221 474 673488370
47 195 907075176
184 233 669556771
113 75 918913564
422 477 615553268
440 196 959996863
89 12 950349171
307 458 863041659
337 285 623201197
385 265 954627794
471 489 777593593
99 363 355012620
142 428 9685483
487 492 520229666
147 397 876835911
91 277 251072280
225 66 897303313
333 311 533408210
448 275 305818463
169 89 954947831
230 497 180916329
421 170 478100778
370 194 717712264
480 408 742140034
432 112 59027660
365 343 331215335
228 467 516513118
104 80 884365792
181 27 376733855
487 406 706802840
308 483 978454051
12 426 745812326
277 17 833333985
233 225 517883450
210 151 979270894
442 445 864515837
302 382 389975035
336 419 255496268
478 191 882234401
485 459 894248909
356 332 341377084
205 432 979771573
397 496 609693081
441 276 218684137
236 482 743117509
172 110 24743677
260 297 340068354
496 484 719356485
316 331 480181236
460 282 681867599
120 342 431976439
368 233 500159524
350 390 181989889
382 440 586446820
138 490 49416854
362 420 88945117
246 263 1605075
244 80 480735911
159 198 944450417
320 26 95726715
425 493 433942150
11 285 60294381
449 460 276195286
431 153 49073033
193 268 676012027
99 80 970705956
283 239 625746638
404 368 673359131
316 280 230571465
303 88 505426252
473 464 954548984
352 449 118658682
249 418 933918223
374 435 959753543
422 461 937358657
361 419 818876875
87 64 471214082
122 433 555519890
32 400 759713792
336 334 976510197
493 314 309952497
340 208 681677732
392 312 27993151
112 303 355620670
498 430 33336952
118 222 701705571
444 493 150011002
396 199 8210467
99 217 390488728
492 496 213709189
188 481 192571058
459 498 523733372
394 78 110328668
33 312 218704541
492 417 361742727
263 413 745592472
480 65 466507826
463 474 66684016
362 421 238759505
475 449 798826404
446 491 184808919
46 288 733037220
157 184 58523347
301 256 178779077
161 5 56090366
287 399 474646143
133 191 452772932
463 262 841888135
388 468 152985919
177 461 116292743
346 444 511602661
393 413 963264515
398 424 659716235
497 308 704001057
479 458 353582252
39 499 998597806
314 63 313897310
93 295 214587737
21 47 986932604
414 150 525453725
179 347 185998496
489 480 590293478
442 345 615256523
367 493 414169732
105 322 784778976
460 173 909918553
414 495 424075035
362 170 71186517
374 439 534256719
396 349 695616894
451 466 5596984
261 56 957438376
380 359 318525473
91 102 821379973
183 152 614850796
474 264 941691820
315 348 892888374
438 51 21166608
426 394 304776066
480 307 247470572
289 157 385827350
37 132 284382769
106 308 514264866
366 370 355896860
396 380 132829739
247 203 575108650
372 348 877495421
288 400 420131626
143 162 329364424
339 295 827073254
192 143 611217269
475 335 968638421
460 70 256348765
105 147 524909115
58 338 446243266
389 411 280472356
425 353 390323864
246 51 365290169
293 438 335525273
406 77 716947906
394 342 11860922
131 227 595331075
145 374 931400307
364 480 289710177
434 470 303563606
14 245 985575448
468 361 60215673
97 337 739064014
483 237 956613628
350 377 31908728
410 447 720743125
101 437 954276858
414 244 24351412
432 49 510131697
292 180 466401094
223 282 397814470
47 396 662327916
40 255 123495304
431 317 860233382
185 346 418810848
43 333 672685732
270 242 608028983
454 448 23649357
383 378 355778197
357 226 160412026
403 209 367667345
496 433 892654275
240 385 805223535
295 90 812500837
242 362 598998095
132 128 483200580
340 372 965554591
372 234 501690950
360 368 4032387
253 10 638283895
34 192 261399641
156 476 417789524
426 498 667699589
345 420 568128519
258 260 880190044
352 6 990447414
445 317 950290601
238 450 239371352
474 180 587347797
88 253 188863309
92 425 51981985
349 313 910792905
440 417 5966343
107 183 52532997
208 218 288319735
92 238 589217766
299 341 245690519
306 495 827381325
87 285 689802585
251 257 465737607
244 388 423297411
462 368 936966679
370 61 231994467
431 121 209988957
142 366 161906379
172 26 462254771
487 481 66182222
497 331 150894808
331 335 479550411
195 145 787725115
495 449 495233166
154 382 336294434
498 331 661459879
195 422 206531786
299 195 312966815
495 376 648947807
474 425 312877504
27 294 133812073
141 341 248962402
435 109 906731565
173 122 463047381
366 351 57334689
4 30 875947455
447 481 627819445
397 470 358194867
467 495 654177867
338 293 424457915
120 461 169761241
435 463 114330776
471 430 810347137
206 471 194206747
371 412 788817594
119 292 773835356
371 427 908749914
425 420 568720933
292 263 814150755
67 120 667817039
466 323 541659190
374 137 868306387
405 473 551364520
265 456 405421769
448 271 484387170
324 327 99997808
477 328 734045942
228 436 506779821
143 343 853759870
32 432 913893320
179 125 872962946
228 289 255155420
483 485 878021949
324 403 319650593
193 423 317743286
77 483 329516568
382 376 674216980
98 468 96939251
361 5 768755045
319 478 640317305
410 242 538741770
471 491 780539456
481 179 875515436
404 195 596056558
229 241 963366359
483 39 257688104
262 420 371159023
484 478 693310702
360 246 58522348
407 377 294517601
225 92 426482157
418 453 932215088
440 373 346389711
201 460 386913619
259 389 484047268
155 252 70093061
350 131 151596745
22 488 487377794
241 342 969912560
462 304 576551051
260 179 169370627
466 349 786425216
461 468 979401844
385 463 315633267
430 325 565323931
293 464 323772637
7 124 80671064
191 145 340536843
184 332 213816344
392 394 485472117
176 343 543328340
273 491 709717796
86 92 464578183
166 360 118699560
447 456 983638132
339 360 840783980
491 245 457496134
406 289 517750452
382 411 568375821
475 481 420764353
69 135 404024357
257 183 562166480
280 456 845209947
151 363 207195086
283 230 329739602
490 481 520919869
475 485 534100407
390 413 338526416
479 491 889686885
401 236 841418240
485 415 350934344
391 247 695108490
323 249 502535739
16 44 899876402
377 499 702628791
291 395 818822300
185 480 875486173
497 311 79578424
164 32 456381314
360 376 699839073
6 197 595838020
245 151 913511799
11 127 570229725
9 7 24767799
368 460 821080030
432 433 622361274
319 109 999051514
302 269 68132490
19 96 705210213
238 25 566007647
204 248 590368623
338 270 180586014
467 493 323977586
231 263 189776386
321 393 592324894
39 370 803497505
239 325 395216200
54 271 643613860
498 497 567354396
113 283 691883784
75 23 622340212
493 432 110078598
482 429 93257294
364 294 461449594
243 195 673238115
344 473 614396052
443 132 686160318
14 371 398269482
320 435 6861549
265 307 397110105
469 187 650205573
320 462 709186820
379 430 917434399
303 410 423816809
158 411 278700607
174 415 22120173
438 413 49157860
423 395 732685291
397 126 236536175
8 462 177039689
373 327 809362939
53 249 364628245
223 393 171473516
12 35 670777530
445 404 568906088
453 477 689911292
466 266 522908658
440 315 97709641
133 292 114994815
95 346 777796679
134 14 114287397
78 71 70328120
288 386 981377495
252 234 968870072
177 493 836417354
24 237 825360049
404 162 869556587
369 376 532623045
137 50 28935975
495 466 726347745
489 473 684069119
407 477 65129117
111 329 349110021
393 420 486441630
120 441 363086320
395 333 483349216
304 22 652070446
161 354 920823506
146 331 990450839
234 19 270381416
325 472 216954839
276 241 425237490
343 186 911136328
466 344 330208754
497 476 379182846
92 158 164100137
454 11 5144310
208 290 86496725
408 325 807885313
245 55 618054884
296 451 212822385
153 66 559903657
485 482 816540056
428 280 845194329
47 458 267241370
444 356 588782663
415 251 879106881
419 329 666945917
349 203 661338789
19 290 438597429
443 414 810563758
276 410 831372648
198 257 859142745
263 256 390834269
435 488 667812248
45 455 333468152
482 286 823336768
66 287 115774109
294 492 843414759
312 50 221586518
314 132 574869369
407 344 63236082
430 464 475701708
402 458 599697639
16 2 473169398
216 22 45889586
485 373 654430734
217 411 441237385
295 417 983644789
145 338 981893904
446 469 488130417
330 465 258582890
102 370 774674512
439 31 84363859
379 467 56762475
218 250 428912607
492 268 188441000
248 324 423262761
383 437 227003681
295 198 167912338
14 18 158034880
177 378 173211465
462 490 352275471
414 358 345460465
461 415 41217702
50 427 585717029
324 346 213668083
47 405 240272791
446 188 230806404
312 379 259044063
214 36 517634071
430 470 319986299
293 240 652487955
393 421 986126054
186 386 83444394
190 92 569333445
443 118 574281111
52 498 689444884
475 237 896683570
217 397 161619472
263 106 30907249
437 337 778352050
184 429 920138870
68 247 33921340
451 174 106391166
14 125 14317411
498 427 879336912
298 141 845731131
202 369 595056288
82 91 110573113
469 295 88468563
91 53 530250092
234 480 977833507
183 209 442673411
378 393 676187114
389 68 773694664
454 438 604330601
477 481 352662045
483 478 573366897
414 283 20085402
358 470 769603944
223 194 618407986
194 419 427332682
489 439 816061478
258 394 969476157
269 310 867304131
430 257 772586882
387 468 435116467
456 287 788925952
186 335 157589229
256 341 18149515
62 483 300434816
494 366 351866266
424 401 920896025
188 464 908649412
395 118 995130186
430 488 701980438
372 10 155258116
